KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
503124372,0,,,13,7,6,2,1,1,11,6,5,5,2,3,11,6,5,11,6,5,6,4,2,2,1,1,1,1,0,0,0,0,0,0,0,7,7,3,3,0,1,0,0,0,4,4,0,0,4,0,2,2
503124374,1,,503124481;503124482;503124483,12,6,6,1,1,0,22,9,13,7,4,3,21,9,12,21,9,12,15,5,10,12,4,8,5,1,4,2,0,2,0,0,0,7,7,6,6,0,0,1,0,0,7,6,1,0,10,0,4,5
503124381,1,,503124382,11,6,5,0,0,0,17,11,6,8,6,2,17,11,6,17,11,6,9,5,4,6,3,3,1,0,1,0,0,0,0,0,0,4,4,2,4,1,1,0,0,0,6,5,1,0,5,0,1,1
503124382,2,503124381,,6,5,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124383,2,503124384,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124384,1,,503124383,17,7,10,1,0,1,19,8,11,7,2,5,19,8,11,19,8,11,12,6,6,6,3,3,3,0,3,1,0,1,1,1,0,10,10,5,3,3,0,0,0,0,6,6,0,0,9,0,4,2
503124392,0,,,16,7,9,0,0,0,16,7,9,8,4,4,16,7,9,15,6,9,8,3,5,7,2,5,5,1,4,0,0,0,0,0,0,8,8,3,3,1,1,0,0,0,5,5,0,0,6,0,2,2
503124394,0,,,19,10,9,1,1,0,18,9,9,8,5,3,18,9,9,18,9,9,10,4,6,5,2,3,3,1,2,0,0,0,0,0,0,8,8,3,1,3,0,1,0,0,5,4,1,0,6,0,2,0
503124401,0,,,25,10,15,0,0,0,25,10,15,6,4,2,25,10,15,25,10,15,19,6,13,16,5,11,9,3,6,0,0,0,0,0,0,14,14,6,6,1,1,0,0,0,8,6,2,0,12,0,5,3
503124402,0,,,18,10,8,0,0,0,15,9,6,10,7,3,15,9,6,15,9,6,5,2,3,2,0,2,1,0,1,0,0,0,0,0,0,8,8,3,1,3,1,0,0,0,4,2,2,0,4,0,2,0
503124403,0,,,27,16,11,1,0,1,26,16,10,10,7,3,25,15,10,25,15,10,16,9,7,8,5,3,1,1,0,0,0,0,0,0,0,13,13,2,8,3,0,0,0,0,10,10,0,1,10,0,1,3
503124412,0,,,8,4,4,0,0,0,8,4,4,3,1,2,8,4,4,8,4,4,5,3,2,4,2,2,2,1,1,0,0,0,0,0,0,5,5,2,3,0,0,0,0,0,3,3,0,0,4,0,2,2
503124421,0,,,37,18,19,2,1,1,35,17,18,16,8,8,33,17,16,33,17,16,19,9,10,12,6,6,7,4,3,0,0,0,0,0,0,14,14,5,4,2,1,1,0,1,9,6,3,1,12,1,4,4
503124424,0,,,16,8,8,0,0,0,16,8,8,5,2,3,16,8,8,16,8,8,11,6,5,4,3,1,3,2,1,1,1,0,0,0,0,8,8,3,3,1,1,0,0,0,5,3,2,0,6,0,2,2
503124433,0,,,14,8,6,0,0,0,14,8,6,6,4,2,14,8,6,14,8,6,8,4,4,5,2,3,4,2,2,0,0,0,0,0,0,7,7,3,2,1,1,0,0,0,4,3,1,0,6,0,3,1
503124451,2,503124453,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124453,1,,503124451,17,9,8,0,0,0,24,13,11,10,6,4,23,12,11,21,11,10,14,7,7,7,4,3,3,2,1,0,0,0,0,0,0,8,8,3,6,0,1,1,0,0,8,7,1,0,9,0,3,4
503124474,0,,,12,5,7,0,0,0,12,5,7,2,1,1,12,5,7,12,5,7,10,4,6,8,3,5,3,2,1,1,0,1,0,0,0,8,8,5,2,1,0,0,0,0,3,3,0,0,7,0,4,2
503124481,2,503124374,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124482,2,503124374,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124483,2,503124374,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124492,0,,,13,4,9,0,0,0,13,4,9,0,0,0,13,4,9,13,4,9,13,4,9,10,3,7,7,1,6,1,0,1,0,0,0,11,11,9,2,0,0,0,0,0,2,2,0,0,11,0,9,2
503124494,0,,,20,6,14,0,0,0,20,6,14,8,3,5,19,6,13,19,6,13,12,3,9,9,2,7,5,0,5,0,0,0,0,0,0,10,10,5,2,2,0,1,0,0,5,1,4,0,9,0,5,0
503124501,1,,503124503,27,12,15,3,1,2,26,12,14,13,4,9,23,12,11,23,12,11,13,8,5,4,3,1,2,2,0,0,0,0,0,0,0,10,10,1,5,3,1,1,0,0,10,8,2,0,8,0,1,4
503124503,2,503124501,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124522,2,503124531,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124531,1,,503124522,6,3,3,0,0,0,14,7,7,7,4,3,14,7,7,14,7,7,7,3,4,4,2,2,2,1,1,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,5,3,2,0,4,0,0,0
503124543,0,,,9,5,4,0,0,0,9,5,4,4,3,1,8,4,4,8,4,4,5,2,3,3,1,2,1,0,1,0,0,0,0,0,0,4,4,1,1,2,0,0,0,0,3,2,1,0,2,0,0,1
503124551,0,,,14,5,9,0,0,0,14,5,9,9,4,5,14,5,9,14,5,9,5,1,4,4,1,3,1,1,0,0,0,0,0,0,0,6,6,3,0,2,0,1,0,0,3,1,2,0,4,0,2,0
503124552,1,,503124554;503124563,9,4,5,0,0,0,18,7,11,9,5,4,18,7,11,18,7,11,9,2,7,6,1,5,4,1,3,0,0,0,0,0,0,5,5,3,4,1,1,0,0,0,6,4,2,0,6,0,1,2
503124554,2,503124552,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124563,2,503124552,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124572,0,,,13,5,8,0,0,0,13,5,8,5,3,2,13,5,8,13,5,8,8,2,6,5,1,4,2,0,2,0,0,0,0,0,0,8,8,4,3,1,0,0,0,0,4,3,1,0,7,0,4,1
503124574,1,,503124672,13,5,8,3,0,3,23,10,13,8,3,5,23,10,13,23,10,13,15,7,8,9,4,5,3,1,2,0,0,0,0,0,0,6,6,2,3,2,1,0,0,1,7,5,2,1,9,0,2,3
503124592,0,,,21,11,10,0,0,0,21,11,10,3,3,0,21,11,10,21,11,10,18,8,10,12,5,7,4,1,3,0,0,0,0,0,0,12,12,4,7,1,0,0,0,0,8,6,2,0,11,0,4,5
503124594,0,,,24,10,14,0,0,0,24,10,14,10,5,5,23,9,14,22,9,13,14,5,9,12,4,8,2,1,1,0,0,0,0,0,0,12,12,3,6,3,0,0,0,0,9,8,1,0,9,0,2,4
503124602,2,503124702,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124611,2,503124701,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124613,2,503124701,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124622,2,503124624,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124623,2,503124624,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124624,1,,503124622;503124623,12,5,7,0,0,0,18,8,10,7,4,3,18,8,10,18,8,10,11,4,7,5,1,4,2,0,2,2,0,2,0,0,0,5,5,2,4,0,2,0,0,0,6,5,1,0,7,0,2,1
503124631,1,,503124633;503124634,46,22,24,3,3,0,58,25,33,23,10,13,57,24,33,57,24,33,35,15,20,19,8,11,5,2,3,0,0,0,0,0,0,19,19,9,8,6,2,2,0,0,18,13,5,0,24,0,8,6
503124632,0,,,12,5,7,1,0,1,11,5,6,4,2,2,10,4,6,10,4,6,7,3,4,4,2,2,1,0,1,0,0,0,0,0,0,4,4,0,1,2,1,0,0,0,4,2,2,0,4,0,0,1
503124633,2,503124631,,10,3,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124634,2,503124631,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124641,0,,,16,8,8,0,0,0,16,8,8,9,5,4,16,8,8,16,8,8,7,3,4,3,1,2,0,0,0,0,0,0,0,0,0,6,6,0,3,2,1,0,0,0,6,5,1,0,4,0,0,2
503124642,2,503124643,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124643,1,,503124642,28,14,14,4,2,2,29,15,14,11,5,6,29,15,14,29,15,14,18,10,8,13,6,7,7,3,4,2,1,1,0,0,0,12,12,5,7,0,2,0,1,0,10,8,2,2,12,0,5,4
503124644,0,,,10,5,5,0,0,0,10,5,5,2,2,0,10,5,5,10,5,5,8,3,5,8,3,5,2,0,2,0,0,0,0,0,0,6,6,3,2,1,0,0,0,0,3,3,0,0,6,0,3,2
503124653,0,,,20,9,11,1,1,0,19,8,11,13,4,9,18,8,10,17,8,9,6,4,2,5,3,2,1,1,0,0,0,0,0,0,0,6,6,0,2,1,2,1,0,0,6,4,2,0,3,0,0,2
503124672,2,503124574,,13,5,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124691,1,,503124692;503124693,10,5,5,1,0,1,23,9,14,9,3,6,22,9,13,22,9,13,14,6,8,9,3,6,6,3,3,0,0,0,0,0,0,5,5,6,4,2,1,0,0,0,7,6,1,1,12,0,6,2
503124692,2,503124691,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124693,2,503124691,,10,3,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124701,1,,503124611;503124613,7,3,4,0,0,0,14,7,7,1,1,0,14,7,7,14,7,7,13,6,7,9,3,6,3,0,3,0,0,0,0,0,0,4,4,2,6,0,0,0,0,0,6,5,1,0,7,0,1,3
503124702,1,,503124602,38,17,21,7,4,3,32,14,18,14,7,7,32,14,18,31,14,17,18,7,11,7,1,6,2,0,2,0,0,0,1,0,1,14,14,3,7,1,2,1,1,0,11,10,1,2,12,0,3,4
503124703,0,,,33,15,18,4,1,3,29,14,15,12,7,5,29,14,15,29,14,15,17,7,10,10,3,7,7,2,5,2,1,1,0,0,0,14,14,4,4,4,1,1,0,0,10,7,3,0,11,0,4,2
503124704,0,,,80,38,42,7,4,3,73,34,39,34,15,19,72,34,38,72,34,38,39,19,20,22,10,12,11,4,7,1,1,0,1,1,0,34,34,6,16,7,4,1,0,0,28,25,3,2,26,0,6,7
503124711,2,503124713,,6,1,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124712,0,,,17,7,10,2,0,2,15,7,8,10,5,5,14,7,7,14,7,7,5,2,3,3,1,2,1,1,0,0,0,0,0,0,0,7,7,1,3,2,1,0,0,0,6,5,1,1,4,0,0,1
503124713,1,,503124711,84,40,44,6,2,4,84,39,45,41,18,23,83,38,45,81,37,44,43,21,22,22,11,11,5,2,3,0,0,0,0,0,0,34,34,12,15,3,3,3,2,0,26,19,7,0,28,0,10,9
503124714,1,,503124812,42,18,24,3,2,1,49,19,30,21,9,12,47,18,29,45,17,28,28,10,18,22,7,15,5,1,4,1,0,1,0,0,0,20,20,8,10,5,1,1,0,0,17,17,0,0,20,0,7,5
503124721,0,,,64,31,33,1,0,1,63,31,32,29,13,16,63,31,32,63,31,32,34,18,16,13,6,7,6,2,4,0,0,0,0,0,0,35,35,16,13,3,2,1,0,0,19,17,2,0,26,0,12,9
503124722,0,,,35,18,17,0,0,0,35,18,17,12,8,4,35,18,17,35,18,17,23,10,13,12,5,7,2,0,2,0,0,0,0,0,0,16,16,4,7,3,2,0,0,0,12,10,2,0,14,0,3,7
503124742,0,,,32,18,14,5,4,1,27,14,13,17,10,7,26,13,13,26,13,13,10,4,6,7,2,5,2,0,2,0,0,0,0,0,0,13,13,4,3,3,2,1,0,0,9,7,2,1,7,0,2,1
503124751,2,503124753,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124752,2,503124753,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124753,1,,503124751;503124752,13,4,9,1,1,0,21,8,13,8,3,5,21,8,13,21,8,13,13,5,8,8,3,5,2,0,2,0,0,0,1,0,1,6,6,6,3,2,1,0,0,0,6,5,1,0,10,0,5,3
503124763,0,,,21,11,10,0,0,0,21,11,10,9,5,4,21,11,10,21,11,10,12,6,6,6,2,4,2,1,1,0,0,0,0,0,0,9,9,3,2,2,2,0,0,0,6,5,1,0,7,0,3,1
503124791,0,,,10,4,6,0,0,0,10,4,6,1,1,0,10,4,6,10,4,6,9,3,6,5,1,4,4,1,3,1,0,1,0,0,0,4,4,1,1,1,1,0,0,0,3,1,2,0,4,0,1,1
503124793,0,,,12,6,6,1,1,0,11,5,6,4,2,2,10,5,5,10,5,5,7,3,4,4,2,2,3,2,1,0,0,0,0,0,0,4,4,1,1,1,0,0,1,0,3,2,1,0,4,0,1,0
503124812,2,503124714,,10,3,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124821,0,,,21,7,14,1,0,1,20,7,13,7,3,4,20,7,13,20,7,13,13,4,9,10,3,7,5,2,3,0,0,0,0,0,0,11,11,3,6,2,0,0,0,0,8,8,0,0,8,0,2,3
503124822,2,503124823,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124823,1,,503124822;503124824,11,7,4,0,0,0,16,8,8,6,4,2,15,7,8,15,7,8,10,4,6,7,3,4,1,1,0,0,0,0,0,0,0,3,3,1,2,2,0,1,0,0,5,2,3,0,5,0,0,1
503124824,2,503124823,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124832,2,503124931,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124852,2,503124861,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503124854,2,503124861,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
